X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,r
Olfml3,14747.34048,-2.365429838,0.130081959,-18.18414988,6.89E-74,4.46E-72,0.1
Cx3cr1,51013.06548,-1.285628676,0.113859631,-11.29134766,1.45E-29,1.49E-28,0.1
Cd74,4983.084384,-1.176889201,0.093471807,-12.59084678,2.37E-36,3.37E-35,0.1
C3,775.2674152,-1.404086635,0.131184765,-10.7031227,9.84E-27,8.88E-26,0.1
Itgax,351.5883062,-1.142434421,0.144396449,-7.911790272,2.54E-15,1.31E-14,0.1
Pik3ip1,830.5952678,2.967492515,0.39661512,7.482045851,7.32E-14,3.48E-13,0.5
Tspo,2843.395442,2.191994426,0.098541871,22.24429477,1.28E-109,3.95E-107,0.5
Ccl4,2083.371404,1.397648444,0.129872456,10.76170024,5.22E-27,4.80E-26,0.5
Ccl3,4057.182327,1.036864692,0.098136143,10.56557406,4.30E-26,3.78E-25,0.5
Tmem119,11166.18027,1.350701034,0.123929461,10.89895028,1.17E-27,1.11E-26,0.5
Il6,136.9816257,1.465587059,0.259355128,5.650889068,1.60E-08,5.39E-08,0.5
Il1b,3511.742786,1.457003376,0.108904031,13.37878275,8.05E-41,1.38E-39,0.5
Ep300,1369.51828,-2.412092512,0.123213165,-19.57658109,2.45E-85,2.57E-83,1
Crebbp,443.5965757,-3.434117571,0.199640984,-17.20146586,2.59E-66,1.19E-64,1
C1qa,111164.7946,1.533004667,0.088583635,17.30573218,4.26E-67,2.02E-65,1
Hexb,188900.4032,0.710700969,0.08152334,8.717760713,2.84E-18,1.71E-17,1
Phgdh,1301.76025,-0.947633831,0.101784872,-9.310163809,1.28E-20,8.67E-20,1
Fcrls,38551.46671,-0.373897027,0.122953981,-3.040950974,0.002358322,0.005018602,1
Zzz3,655.7556892,-0.819107406,0.13088117,-6.258405292,3.89E-10,1.47E-09,1
Zzef1,632.3324043,-1.864361423,0.126175398,-14.77595039,2.09E-49,5.11E-48,1
Zyx,1309.562716,-1.08709628,0.113977883,-9.537782725,1.46E-21,1.04E-20,1
Zyg11b,1119.212159,-1.56697715,0.120873423,-12.96378573,1.96E-38,3.05E-37,1
Zxdc,348.7657848,-0.795694881,0.156238369,-5.092826341,3.53E-07,1.08E-06,1
Zxdb,370.3410874,-1.161026336,0.156214408,-7.432261516,1.07E-13,5.04E-13,1
Zxda,138.1339952,-1.133065626,0.225647299,-5.021401233,5.13E-07,1.54E-06,1
Zwint,754.9623627,0.85048458,0.111882003,7.601620988,2.92E-14,1.42E-13,1
Zwilch,23.68825078,-0.61032292,0.499115717,-1.222808458,0.22140205,0.318020668,1
Zw10,243.2953962,0.038484678,0.165519441,0.232508509,0.816143079,0.873441655,1
Zufsp,338.2608787,-0.006786877,0.174882363,-0.038808242,0.969043274,0.979117248,1
Zswim8,1273.88221,-1.638891704,0.116978654,-14.01017745,1.35E-44,2.67E-43,1
Zswim7,143.0963982,2.276716366,0.2408748,9.451866136,3.33E-21,2.34E-20,1
Zswim6,580.6106533,-2.048138403,0.129763342,-15.78364409,4.03E-56,1.24E-54,1
Zswim5,61.73633878,-1.573328264,0.313037374,-5.026007743,5.01E-07,1.51E-06,1
Zswim4,358.7595099,-0.923399631,0.170907853,-5.402909316,6.56E-08,2.11E-07,1
Zswim3,71.61185049,0.036749154,0.300376711,0.122343554,0.90262694,0.937942799,1
Zswim1,87.79069554,-0.972326162,0.320727041,-3.03163138,0.00243236,0.005168347,1
Zscan29,517.0704508,-0.269422628,0.138960992,-1.938836384,0.052521264,0.089267739,1
Zscan26,1003.598836,-1.218716397,0.114857346,-10.61069616,2.66E-26,2.35E-25,1
Zscan25,179.6125582,-0.503770688,0.183347743,-2.747624154,0.006002878,0.012110656,1
Zscan22,135.7874206,-0.721295982,0.209883619,-3.436647339,0.000588962,0.00134544,1
Zscan21,266.4853344,0.507058862,0.154627761,3.279222693,0.001040935,0.002318638,1
Zscan20,84.94682232,-0.888247808,0.257480121,-3.449772369,0.000561059,0.001283772,1
Zscan2,154.6089527,0.119698602,0.197840466,0.605025877,0.545161803,0.658876297,1
Zscan18,80.5595169,-0.238564721,0.292461445,-0.815713406,0.41466407,0.53308567,1
Zscan12,129.4205473,0.042480688,0.225793182,0.188139819,0.850767048,0.897964274,1
Zscan10,1.263563042,-3.416121248,2.267198379,-1.506758862,0.131872478,0.203196642,1
Zrsr2,238.5498889,-0.234809382,0.171041214,-1.372823404,0.169807253,0.252922494,1
Zrsr1,407.8126764,0.00410682,0.151548156,0.027099108,0.978380687,0.984296558,1
Zranb3,52.66820474,-0.523200441,0.345914703,-1.512512874,0.13040344,0.201060851,1
Zranb2,835.9681914,-0.235677126,0.118717818,-1.985187476,0.047123617,0.080961218,1
Zranb1,192.547249,-0.639570453,0.180921709,-3.535067507,0.000407671,0.000945291,1
Zpr1,460.1852303,0.755774748,0.130072238,5.810423175,6.23E-09,2.17E-08,1
Zpld1,0.13086516,-0.207186936,4.080472857,-0.050775227,0.959504631,0.973384727,1
Zpbp2,0.13086516,-0.207186936,4.080472857,-0.050775227,0.959504631,0.973384727,1
Zpbp,17.56194413,0.286570083,0.528379635,0.542356412,0.587573001,0.695123006,1
Zp3,0.495369757,1.479518962,3.431131333,0.43120441,0.666319748,0.761121288,1
Znrf3,93.34273182,-1.579601469,0.257098309,-6.143958999,8.05E-10,2.96E-09,1
Znrf2,971.7765227,-0.198687414,0.106474545,-1.866055536,0.062033596,0.103782744,1
Znrf1,864.4523401,-0.649786346,0.108656838,-5.98016987,2.23E-09,8.00E-09,1
Znrd1as,98.07326589,1.02811794,0.241653239,4.254517531,2.10E-05,5.51E-05,1
Znrd1,332.029513,1.79251433,0.165034183,10.86147302,1.76E-27,1.66E-26,1
Znhit6,147.4277641,0.553667624,0.196790947,2.813481166,0.004900826,0.010003838,1
Znhit3,234.0052835,1.808439015,0.167967004,10.76663254,4.95E-27,4.56E-26,1
Znhit2,401.28233,1.567035187,0.164499966,9.526051749,1.63E-21,1.17E-20,1
Znhit1,571.3398613,1.49247218,0.130617174,11.42630888,3.09E-30,3.29E-29,1
Znfx1,1219.50577,-1.961194004,0.115976219,-16.91031168,3.78E-64,1.57E-62,1
Znf512b,268.071615,-1.533377385,0.165369093,-9.272454442,1.82E-20,1.23E-19,1
Znf41.ps,477.8540297,-0.190427039,0.181617154,-1.048507999,0.294404619,0.403777338,1
Zmynd8,746.0513231,-1.517788569,0.118426884,-12.81625009,1.33E-37,1.98E-36,1
Zmynd19,161.3607088,0.586993626,0.192198871,3.054095088,0.002257405,0.004812867,1
Zmynd15,31.20012992,-0.206893394,0.448603184,-0.461194662,0.644658951,0.746999689,1
Zmynd12,4.71328349,3.492590513,1.269110428,2.751998908,0.005923272,0.011958583,1
Zmynd11,1158.966428,-0.800798939,0.110600494,-7.240464368,4.47E-13,2.03E-12,1
Zmynd10,14.40715231,1.75261028,0.688038541,2.54725597,0.010857376,0.021042342,1
Zmym6,459.7339735,-1.164921587,0.148493299,-7.844943801,4.33E-15,2.20E-14,1
Zmym5,501.2981094,-0.634971034,0.149964015,-4.234155994,2.29E-05,6.01E-05,1
Zmym4,522.4749927,-1.313974495,0.137661989,-9.544933264,1.36E-21,9.76E-21,1
Zmym3,636.7384623,-0.948913349,0.133863727,-7.088651772,1.35E-12,5.94E-12,1
Zmym2,757.7383546,-0.785602522,0.139212433,-5.643192233,1.67E-08,5.62E-08,1
Zmym1,130.2865983,-0.474035929,0.231516149,-2.047528565,0.040606215,0.070701557,1
Zmpste24,1253.906748,-0.045141451,0.099333834,-0.45444184,0.649510844,0.750824094,1
Zmiz2,801.4869133,-2.185930275,0.126499439,-17.28015779,6.64E-67,3.11E-65,1
Zmiz1,3068.529779,-2.959107599,0.094575535,-31.28829881,6.73E-215,1.90E-211,1
Zmat5,344.9944966,1.697300318,0.194180737,8.740827445,2.31E-18,1.40E-17,1
Zmat4,0.250913904,-1.085504064,4.039347368,-0.268732536,0.788135512,0.853293117,1
Zmat3,97.68128897,-1.71331434,0.262439279,-6.528421923,6.65E-11,2.61E-10,1
Zmat2,1152.848784,1.341036299,0.104153702,12.87555097,6.18E-38,9.41E-37,1
Zmat1,94.63848421,-1.182800038,0.264297823,-4.475254566,7.63E-06,2.09E-05,1
Zkscan8,419.1513195,-2.063518722,0.165385847,-12.47699705,9.97E-36,1.37E-34,1
Zkscan7,59.11591149,-1.208569596,0.313303603,-3.857503022,0.000114551,0.000281869,1
Zkscan6,298.3775474,0.534717392,0.153598218,3.481273402,0.000499036,0.001147424,1
Zkscan5,172.4801954,0.081099149,0.184248129,0.440162671,0.659819294,0.759018047,1
Zkscan4,129.6848264,0.42716856,0.212284426,2.012246346,0.044193975,0.076430852,1
Zkscan3,911.361962,0.102825916,0.104781407,0.981337416,0.326426377,0.439316578,1
Zkscan2,9.00328268,-2.151478459,0.859196969,-2.50405732,0.012277814,0.023602943,1
Zkscan17,530.7224702,-0.707654023,0.144801329,-4.887068561,1.02E-06,3.01E-06,1
Zkscan16,0.387699459,-1.708148011,3.693422408,-0.462483795,0.643734421,0.746281635,1
Zkscan14,216.3698721,0.850409706,0.170098028,4.999527124,5.75E-07,1.72E-06,1
Zkscan1,359.3947329,-1.18991734,0.167532913,-7.102588485,1.22E-12,5.39E-12,1
Zik1,94.36830369,-0.138824241,0.259063063,-0.535870454,0.592048086,0.69940471,1
Zic5,17.70047087,-0.222773655,0.538736587,-0.41351128,0.67923206,0.764507713,1
Zic4,15.82813565,0.001179456,0.575663394,0.002048863,0.998365245,0.999012769,1
Zic3,100.8412877,-1.424243634,0.246931161,-5.767776049,8.03E-09,2.77E-08,1
Zic2,156.9985938,-0.689579578,0.202373494,-3.407459967,0.000655705,0.001490886,1
Zic1,92.40973378,-0.06440591,0.259427476,-0.248261716,0.803931918,0.864116067,1
Zhx3,125.4100818,-1.564039745,0.229609246,-6.811745495,9.64E-12,4.01E-11,1
Zhx2,123.4611921,-1.519141311,0.228719195,-6.641949365,3.10E-11,1.24E-10,1
Zhx1,810.377311,-0.710132887,0.120122287,-5.911749653,3.38E-09,1.20E-08,1
Zgrf1,29.51533688,-1.312133996,0.453532093,-2.893144754,0.003814055,0.007884083,1
Zgpat,637.4642964,-0.011294432,0.125401268,-0.090066327,0.928234507,0.956993368,1
Zglp1,0.992024139,-0.07769243,2.643696667,-0.0293878,0.976555303,0.983101201,1
Zfyve9,128.0950403,-1.167489633,0.237003632,-4.926041099,8.39E-07,2.48E-06,1
Zfyve28,108.3201908,-0.939432655,0.229048207,-4.101462605,4.11E-05,0.000104931,1
Zfyve27,774.7133921,0.058511944,0.110943874,0.527401306,0.597914937,0.704863461,1
Zfyve26,411.6945834,-2.010265313,0.151912521,-13.23304555,5.65E-40,9.36E-39,1
Zfyve21,448.0004172,1.478991035,0.13675298,10.81505522,2.92E-27,2.72E-26,1
Zfyve19,726.5563618,0.765760772,0.124850999,6.133397242,8.60E-10,3.16E-09,1
Zfyve16,357.6878904,-0.942347416,0.164075661,-5.743371126,9.28E-09,3.18E-08,1
Zfyve1,631.5079,-0.311183544,0.121543365,-2.560267645,0.010459158,0.020313844,1
Zfy1,0.769478523,-2.698098587,2.601656541,-1.037069477,0.299703479,0.410050608,1
Zfx,801.3241325,-0.922301601,0.154048294,-5.987093878,2.14E-09,7.67E-09,1
Zfr2,14.68758964,-0.737158371,0.641725422,-1.148713057,0.25067432,0.353690878,1
Zfr,1100.746042,-0.371386025,0.115599206,-3.212703951,0.001314918,0.002886865,1
Zfpm2,5.668313498,-1.125182644,1.02180529,-1.101171285,0.270822117,0.377071306,1
Zfpm1,512.4201842,-1.867063538,0.149007442,-12.53000194,5.12E-36,7.13E-35,1
Zfpl1,246.5698576,0.530790026,0.196585225,2.700050453,0.006932896,0.013850286,1
Zfp97,243.7609715,0.825384395,0.200946081,4.107491866,4.00E-05,0.000102337,1
Zfp964,34.80541249,-0.48400514,0.412047758,-1.174633596,0.240141336,0.341269354,1
Zfp963,105.0784106,0.19934368,0.25196824,0.791146058,0.428858765,0.547065702,1
Zfp961,148.1081511,0.085033641,0.210854241,0.403281624,0.686741058,0.77098172,1
Zfp960,89.57938574,0.668826796,0.268737622,2.488772473,0.012818497,0.024569993,1
Zfp959,96.70296687,0.169186038,0.24221938,0.698482662,0.484875397,0.602094122,1
Zfp958,216.1036512,0.845002509,0.228837722,3.692583994,0.000221987,0.000530313,1
Zfp956,178.7207478,0.074941197,0.192631333,0.389039498,0.697246928,0.779922068,1
Zfp955b,176.5629681,-0.205784662,0.190535847,-1.080031214,0.280128281,0.387485292,1
Zfp955a,243.663475,-0.076653205,0.183351855,-0.418066156,0.675898749,0.762026839,1
Zfp954,180.9655142,1.007355161,0.192914115,5.221780485,1.77E-07,5.53E-07,1
Zfp953,183.8225197,-0.092505369,0.209615758,-0.441309229,0.658989145,0.758217274,1
Zfp952,193.2543727,-0.108975521,0.190429501,-0.57226176,0.567144652,0.677940799,1
Zfp951,121.9435295,0.335173128,0.306883511,1.092183567,0.274752424,0.381573108,1
Zfp950,219.8997181,-1.691683751,0.206156018,-8.205842194,2.29E-16,1.26E-15,1
Zfp949,106.8302494,0.02804152,0.230253195,0.121785584,0.903068831,0.938087603,1
Zfp948,39.21175373,0.465007003,0.436156416,1.066147341,0.286357042,0.394846065,1
Zfp947,4.499165825,0.442295113,1.116510819,0.396140463,0.692001409,0.775741853,1
Zfp946,127.3156858,0.325638718,0.213961045,1.521953299,0.128020783,0.197782495,1
Zfp945,253.2063182,0.367221364,0.180720219,2.03198826,0.042154844,0.073195198,1
Zfp944,252.2718276,0.695396903,0.191415351,3.632921283,0.000280231,0.000662367,1
Zfp943,446.4886578,0.436890457,0.156236036,2.796348826,0.005168358,0.010519574,1
Zfp942,251.2167078,-0.11304111,0.188147064,-0.600812513,0.547964869,0.661357183,1
Zfp941,3.29298198,-0.414842146,1.2848915,-0.322861616,0.746800047,0.822395925,1
Zfp940,39.34630091,-0.072268927,0.405900378,-0.178045972,0.858686872,0.903214513,1
Zfp94,42.283968,0.109539804,0.346154905,0.316447355,0.751662978,0.826731847,1
Zfp939,60.39100935,0.124801223,0.308654821,0.404339134,0.685963352,0.770347012,1
Zfp938,101.3771895,0.829658089,0.23866627,3.476226818,0.000508522,0.001168444,1
Zfp937,94.52560489,-0.621008814,0.257572087,-2.411009757,0.015908423,0.029888392,1
Zfp935,191.4634565,0.003832329,0.182844418,0.020959509,0.983277956,0.987701106,1
Zfp934,68.00422181,0.478983035,0.30480149,1.57145897,0.116076078,0.181292758,1
Zfp933,108.7248417,-1.055056888,0.23914558,-4.411776659,1.03E-05,2.78E-05,1
Zfp932,127.3227584,0.329381446,0.222788844,1.478446764,0.139288236,0.213075596,1
Zfp931,34.61555644,0.782657031,0.474583775,1.649144096,0.099118118,0.157709879,1
Zfp930,201.1890826,0.42090541,0.210574385,1.998844305,0.045625202,0.0786496,1
Zfp93,51.83819245,-0.105143663,0.321202807,-0.327343538,0.743408066,0.819511419,1
Zfp91Cntf,1.177786439,-3.310664435,2.71335248,-1.220137988,0.22241257,0.319256003,1
Zfp91,1323.034906,-0.735918054,0.112886894,-6.519074338,7.07E-11,2.78E-10,1
Zfp90,948.7291966,-0.098040311,0.122467868,-0.800539055,0.423398545,0.541402706,1
Zfp9,14.58665854,-0.444333606,0.619879656,-0.71680624,0.473493661,0.591379226,1
Zfp882,136.9950809,-1.261429923,0.230272899,-5.477978218,4.30E-08,1.40E-07,1
Zfp879,18.87880481,1.006887396,0.536416568,1.877062447,0.060509536,0.101419745,1
Zfp874b,149.2604239,0.065517098,0.238607769,0.274580741,0.783638364,0.851580116,1
Zfp874a,216.068364,0.597509248,0.192518877,3.103639803,0.001911559,0.004110953,1
Zfp873,88.56587229,0.099353583,0.304272859,0.326527919,0.744024969,0.819925179,1
Zfp871,933.2909523,-1.902091775,0.138587784,-13.72481557,7.21E-43,1.33E-41,1
Zfp870,173.5008438,0.315006674,0.188716284,1.6692077,0.095076225,0.151933955,1
Zfp87,308.3523741,0.445304921,0.167792144,2.65390804,0.007956551,0.015769079,1
Zfp869,883.241118,-0.067295419,0.122895623,-0.547581897,0.583979022,0.692025775,1
Zfp868,321.2263985,0.433317298,0.152767671,2.836446309,0.004561865,0.00935017,1
Zfp867,108.6092672,0.419047162,0.247124736,1.695690888,0.089944435,0.144659496,1
Zfp866,332.1236354,-1.056164125,0.146526688,-7.207998355,5.68E-13,2.56E-12,1
Zfp865,461.7552328,-1.597252987,0.154653803,-10.32792569,5.27E-25,4.39E-24,1
Zfp862.ps,494.2043826,-1.464748053,0.134892038,-10.85866945,1.81E-27,1.71E-26,1
Zfp85os,3.76579707,-2.361498269,1.335890758,-1.767733068,0.077105539,0.126113927,1
Zfp850,72.44789544,-0.388111845,0.303398356,-1.279215386,0.200821219,0.29226798,1
Zfp85,148.8134776,0.562951598,0.223595695,2.51772109,0.011811681,0.022784274,1
Zfp846,75.87594457,-0.50476145,0.309743433,-1.629611466,0.103183639,0.1633364,1
Zfp84,371.6719903,-0.271301018,0.151928357,-1.785716785,0.074145126,0.12180011,1
Zfp839,407.6573043,-0.870976863,0.142822264,-6.098326951,1.07E-09,3.92E-09,1
Zfp831,14.0150641,-1.426329532,0.695060137,-2.052095144,0.040160417,0.070004358,1
Zfp830,398.3368577,0.678669643,0.133912442,5.068010374,4.02E-07,1.22E-06,1
Zfp827,96.61122805,-2.11251289,0.278078644,-7.596818155,3.04E-14,1.48E-13,1
Zfp825,125.4798772,1.353711272,0.260224686,5.202086301,1.97E-07,6.13E-07,1
Zfp821,120.3082114,0.474153093,0.229253825,2.068245065,0.038616985,0.067549871,1
Zfp820,19.59700864,0.141002865,0.511272596,0.275788035,0.782710874,0.850899125,1
Zfp82,71.82202893,0.672491851,0.276819766,2.4293491,0.01512596,0.028557422,1
Zfp819,7.126121245,0.525614091,0.816359317,0.643851403,0.519671798,0.634257467,1
Zfp811,2.516150816,1.591891574,1.597229719,0.996657873,0.318930604,0.431418084,1
